drug,protein1,protein2,protein3,protein4,protein5,protein6,protein6,protein8,protein9,protein10
Disopyr,CHRM4,CHRM5,SLC6A2,KCNA1,CKM,KCNK9,KCNA4,PLD2,SCN10A,KCNJ1
Lidocai,ERBB2,SCN3A,KCNK9,SCN4A,SCN2A,MYH11,HTR1D,ADRBK1,GRM7,PTGER1
Pamidro,PTPRE,PTPRS,PTPN4,ATP6V1A,ACAT2,PTGS1,MGAM,GAA,PTGS2,ADRA1A
Clemast,CHRM1,CHRM2,CHRM5,CHRM3,CHRM4,HTR2A,HTR2C,SLC6A4,SLC6A3,OPRM1
Acarbos,PDE4A,PDE4D,PDE4B,SCTR,VARS,LCT,DPEP1,RPL13A,PKM2,CYP11B1
Venlafa,OPRM1,OPRD1,OPRK1,HTR2A,CHRM3,CHRM2,CHRM5,CHRM4,DBH,HTR2C
Travopr,PTGER1,AMY1A,ADRA2A,AKR1C3,PTGER3,ADRA1A,KCNQ1,ADRB2,TBXA2R,CA4
Amcinon,ANXA2,MIF,NR3C2,CP,AR,PGR,ANXA5,ATOX1,LGALS1,RSL24D1
Atomoxe,SLC6A3,HTR3A,ADRB2,OPRD1,OPRM1,OPRK1,DBH,SLC6A1,SLC6A8,CHRM3
Chloram,TYMS,GART,DHFR,ATIC,RRM1,POLA1,OPRK1,POLE2,RRM2,POLE3
Etomida,GABRG2,GABRA3,GABRA4,GABRB2,GABRB1,ADRA2A,GABRB3,ACACA,GABRG1,GABRR1
Raltitr,DHFR,GART,ATIC,PRNP,CDC25B,F10,CHRM1,ADRA2B,CHRM3,ADRA2C
Morphin,OPRL1,DRD4,CNR1,ESR1,GRIK1,CREB1,P2RY2,CHRNB2,CHRNA7,SSTR2
Ropivac,SCN5A,ADRB2,ADRB1,HTR1D,ADRBK1,IFNG,GRM7,SCN4A,SCN3A,SCN2A
Bupivac,SCN5A,PTGFR,TBXA2R,HTR1D,ADRBK1,GRM7,IFNG,SCN4A,SCN3A,GALNT1
Pencicl,MMAA,MTRR,MMAB,MTR,NR3C1,PNP,ADORA1,PDE4B,ADORA2A,ADRB2
Tranexa,ADRB2,CACNA1B,LPA,ABAT,UGCG,RARA,RARB,CELA1,CELA1,HDAC9
Ertapen,OPRM1,HTR2A,HTR1A,HTR3A,OPRK1,HTR1D,HTR2C,HTR1B,CHRM3,CHRM1
Bexarot,RARA,RARG,HSPG2,HNF4A,LCMT1,NFE2L1,FDPS,LIPF,CDA,ITGAL
Ibutili,KCNJ8,KCNJ12,CACNA1D,ADRB2,ADRB1,SCN5A,MYH11,CACNA1F,GSTZ1,A2M
Chlorth,SLC12A3,SLC12A2,CA2,CTLA4,KCNE1,KCNQ1,ADRA2A,ADRA1A,SLC12A4,CFTR
Pentoba,GRIA1,GRIK3,GRIK1,GABRD,GABRG2,GRIK5,CHRNA2,GRIA4,CHRNB2,CHRNA5
Valproi,HDAC4,PTGS2,ESR1,ESR2,TYR,HDAC7,ATP5B,NR1I2,CHRNA4,GPD1
Zolmitr,HTR7,MC2R,SLC6A4,ADRA2A,ADRA2C,HTR2A,HTR2C,ADRB1,DRD2,CHRM1
Acetami,ESR1,ESR2,ABAT,HDAC9,NOS2,MMP2,EGFR,SOD2,NR1I2,PPARG
Gefitin,ADRA1B,PTK2,ADRA1D,NR1I2,KCNH2,ADRA1A,EGF,MTOR,PTGS2,AR
Codeine,OPRL1,CNR1,DRD4,GRIK1,P2RY2,GRIN1,FPR1,SSTR1,SSTR2,AGTR2
Piperac,MGAM,GAA,GABRA1,KCNA1,MT-ND1,GRIA1,KCNMA1,PTGS2,PTGS1,PDE4A
Dihydro,ADRA2B,HTR1A,DRD2,ADRA1B,ADRA2C,HTR1F,ADRA1A,ADRA1D,HTR7,SLC6A2
Amitrip,KCNA4,ADRA1B,OPRM1,HTR2C,ADRA2C,KCNQ3,KCNQ5,HTR2B,OPRL1,HRH2
Tolcapo,MAOB,DRD2,DRD3,DRD5,DRD4,DRD1,SLC6A3,MAOA,DBH,CHRM3
Fluorom,AR,NR3C2,PTGFR,ANXA1,ADRB2,NR0B1,NOS2,PGR,ADRA2A,CHRM1
Hydromo,OPRL1,DRD4,CNR1,GRIK1,P2RY2,SLC6A4,HTR3A,SLC6A2,FPR1,SSTR1
Indomet,NOS2,PPARD,HTR1B,HTR3A,PPARA,PLA2G1B,HTR1A,SERPINE,MMP2,SOD2
Ethambu,UGCG,GAA,MGAM,CHRNA2,ADRA1A,SLC6A2,ACHE,CHRM3,SLC18A2,CHRM2
Metform,PRKAB2,ADRA2A,PPARG,PPARA,PPARD,TPO,ADRA2B,ADRA2C,CKMT2,NR3C1
Methado,OPRK1,OPRL1,SLC6A2,GRIN3B,SLC6A4,GRIN1,GRIK3,ADRB1,ADRB2,GRIN2D
Olanzap,ADRA1D,HTR1F,HTR2B,SLC6A4,HRH4,SLC6A2,HRH2,MC2R,HTR4,MTNR1A
Atenolo,ADRB2,ADRB3,MYH7,HTR4,HTR1A,MMP13,HTR1B,HRH2,HTR6,ADRA1A
Pimecro,NR3C1,EIF4E,CBS,PREP,TUBB1,PRKAA1,GABRA1,COX6C,KCNA1,MT-ND1
Omepraz,TPO,KCNH2,CACNA1H,HRH2,ADRA1A,PTGS2,HTR2A,PPARG,CHRM1,SLC6A4
Pyrazin,PTGS1,PTGS2,POLA2,PGD,PDE4B,ADORA1,GABRG2,GABRA1,GABRA4,PDE4A
Cetiriz,S100A12,S100A1,S100A13,SLC6A3,GABRA1,PPARD,PPARG,PPARA,HTR2A,SLC6A4
Diltiaz,CACNA1D,CACNB2,CACNA1C,CACNA1S,SCN5A,CACNA1F,CACNB4,CACNB3,CACNA1B,KCNH2
Protrip,ADRA1A,HTR2A,SLC6A3,CHRM2,CHRM1,CHRM4,CHRM5,CHRM3,HTR1A,ADRA2A
Alfuzos,KCNH2,ADRA2A,HRH2,ADRA2C,ADRB3,HRH4,HTR6,CGA,HTR7,CHRM1
Clobaza,F2,GLRA2,DRD2,GLRB,DRD3,MKL1,PTGDR,GHRHR,HTR1A,GABBR1
Minoxid,PTGS2,REN,PDE10A,PDE5A,PDE4A,ADA,SLC12A1,HSPG2,DRD2,CASP1
Megestr,AR,CA2,CA4,ESR2,NR3C2,ESR1,ATOX1,MIF,RSL24D1,CYP11A1
Aztreon,SCN5A,PTGS1,PTGS2,MPO,GABRA1,OPRM1,CHRM2,ADRA1A,CHRM1,HTR1A
Chlorzo,ACHE,GRIN2D,GRIN3B,SLC6A2,GRIN3A,SCN10A,GRIN1,ESR1,MAP1A,ESR2
Aminogl,PPARG,ALOX5,CYP11B1,SLC6A4,SLC6A2,GRIN1,CYP17A1,CACNA1G,GABRA1,GABRA4
Mefloqu,ADORA2B,KCNH2,HBB,ADORA1,SCN5A,TSPO,HTR1B,HTR1D,GABRA1,GABRA4
Sulfadi,TYMS,DHFR,NEU1,CES1,PTGS2,PTGS1,IKBKB,CHUK,PPARG,SLC7A11
Vinorel,TUBA4A,TUBB4,TUBB3,PTGER2,PTGER3,TUBB1,TUBG1,TOP1,SLC18A2,ACHE
Anidula,ACE,CHRM2,CHRM3,CHRM1,CHRM5,CHRM4,REN,OPRM1,ACE2,OPRK1
Clozapi,DRD5,HTR2B,HTR1F,ADRA1D,SLC6A4,MC2R,SLC6A2,HRH2,SLC6A3,HTR4
Sucralf,FGF1,CA4,CA2,GABRA1,GRIK1,FGF4,OTC,TNFRSF1,ASL,CGA
Levonor,NR3C1,NR3C2,ESR2,ADRA1D,ADRA1B,KCNH2,ESRRA,ESRRG,MIF,AHR
Norepin,HRH2,HTR4,HTR6,MYH7,DRD4,MTNR1B,DRD5,MTNR1A,ACACA,DRD2
Cidofov,TYMS,CMPK1,RRM1,RARA,RARB,RARG,RXRB,ADRA1D,ADRA1B,ADRA1A
Mirtaza,SLC6A4,HTR2B,SLC6A2,HTR1A,OPRD1,ADRA2C,SLC6A3,CNR1,OPRM1,CAMK4
Meproba,GABRD,GABRG2,GABRG1,GABRB2,GABRG3,HTR1A,CHRM1,GRIN3A,GRIN2B,CHRM2
Timolol,ADRB3,MYH7,HTR1A,HTR1B,HTR4,CA4,CA2,REN,ADRA1A,HTR6
Trepros,PPARA,PPARG,PTGER2,ABCC8,CNR1,CNR2,ABCA1,PTGDR,ADRB1,OPRK1
Colesti,CHRM2,CHRM3,CHRM1,CHRM5,CHRM4,CHRNA2,ADRB1,ADRB2,HTR1B,OPRD1
Trihexy,CHRNA2,PCSK2,SLC6A2,OPRM1,SLC6A4,OPRD1,HTR2A,DRD2,OPRK1,ADRA1A
Palonos,PTGS2,HRH2,NFKB1,TNF,FGFR2,VWF,ADRA2A,TACR1,SLC6A2,HTR1B
Mexilet,ADRB2,ADRB1,ADRA2A,KCNK9,ADRA2B,ADRA2C,ADRA1A,SCN10A,CALM1,MGAM
Amlodip,CACNA1F,CACNA1A,CACNB4,CALM1,CACNB3,PDE1A,NR3C2,ACE,TNNC1,TNNC2
Tacrine,HTR2A,CES1,HTR1D,CHRNB2,CHRNA3,CHRNB4,CHRNA7,CHRND,CHRNA2,CHRNG
Triamte,DHFR,MTNR1B,MTNR1A,PCMT1,COL2A1,SLC12A3,AMY1A,CFTR,CDA,PTGS2
Phenyle,ADRA2A,ADRB1,ADRB2,ADRA2C,ADRB3,ADRA2B,HRH2,PIK3R3,PIK3R1,PIK3R2
Digoxin,NR3C1,ATP2A1,GABRB3,ADRB2,KCNH2,ADRA1A,KCNJ12,ADRB1,CHRM2,CHRM1
Nimodip,CACNA1A,CALM1,CHRM1,CHRM5,CHRM4,CHRM3,ADRA1A,CACNA1B,ADRA1B,PDE1A
Carisop,GABRA1,GABRA4,GABRA3,CHRM1,ADORA1,ADORA2A,PDE4A,PDE4B,PDE4D,CHRM2
Progest,AR,ESR2,NR3C1,CYP11A1,CYP19A1,ESRRA,ESRRG,HMGCR,CYP1A2,ACADM
Sorafen,FLT1,CSF1R,PDE4D,LYN,PDE4A,PDGFRA,SFTPA1,CUBN,PIK3CA,APAF1
Griseof,SLC12A1,ATP1A1,NR1I2,GRIN3A,GRIN2B,PTGS2,PTGS1,PPARA,MMP20,MMP20
Nisoldi,CACNA1F,CACNB4,CACNB3,CACNA1B,CACNA1H,CACNA1A,NPR1,KCNA1,NR3C2,MYH11
Alprazo,GLRA2,GLRB,MKL1,GHRHR,PTGDR,HTR1A,GABBR1,FNTB,IL6R,ARPC1B
Loxapin,DRD3,HTR1A,HTR2B,DRD5,DRD4,CHRM1,ADRA2A,HTR1D,ADRA2B,ADRA2C
Carbach,CHRM3,CHRM5,CHRNA4,KCNN2,CHRM4,CHRNA7,CHRNA5,CHRNA3,HDAC7,GABRA3
Rosigli,PPARD,SERPINE,ESRRG,SLC29A1,PPARA,ITGB2,NOS2,NR3C1,NR0B1,ANXA1
Pramipe,SLC6A4,MC2R,HTR6,HTR1F,ADRA1A,NOV,CHRM1,ADRB1,HTR7,ADRA1D
Ampicil,HMGCR,PTGS2,PTGS1,ADRA1A,ADRB2,CHRM2,ADRB1,HTR2A,GABRA1,GAA
Penicil,SLC6A2,PTGS1,OPRM1,OPRD1,GABRA1,ADRB2,HTR2A,OPRK1,ADRB1,CHRM1
Secobar,GRIA1,GRIK1,GRIK3,GABRD,GABRG2,GRIK5,GRIA4,CHRNB2,CHRNA3,CHRNA5
Miglust,GAA,MGAM,THBD,PLG,CHRM2,ADRA2A,CDK5R1,RARA,RARB,CHRM3
Spirono,NR3C1,PGR,ESR1,TUBB1,TUBB,OPRM1,OPRD1,OPRK1,CREB1,HMGCR
Methylp,CHRM1,DBH,GRIN2D,GRIN2B,SLC6A1,OPRK1,GRIN2C,SLC6A5,MGAM,GAA
Methoca,ATP1A1,ADRB1,ADRB2,GRIN3A,GRIN2B,ADRB3,GABRA1,CHRM1,ACHE,HTR1A
Zolpide,GABRA4,HTR1A,MTNR1B,MTNR1A,AVPR1A,AVPR2,GABRG2,GABRD,GABRG1,BCHE
Famcicl,POLA1,ADORA2A,ADORA2B,ADORA1,SLC6A4,SLC6A2,GRIN1,RRM1,RRM2,RRM2B
Lindane,GRIN3A,GABRB3,GABRB2,GABBR1,P2RY2,GABRR1,GABRD,GZMB,PPARG,PPARA
Prochlo,CALM1,ADRA1A,CALY,TNNC1,S100A4,DRD1,ADRA1B,DRD3,HTR1A,HTR2A
Cyprohe,CHRM5,CHRM4,HTR2B,SLC6A2,SLC6A4,ADRA1D,ADRA1A,HTR1A,KCND2,KCND3
Allopur,HTR2C,HTR2B,HTR2A,HTR4,HMGCR,MAP2K1,GAA,AIFM1,ADRA2A,ADRA1A
Ceftazi,PON1,MPO,PTGS2,PTGS1,RARB,RARG,ADRB2,RXRA,RXRG,RARA
Cerivas,LDLR,MGAM,GAA,PTGS2,ADRA1A,PTGS1,CYP17A1,ADRA1B,ADRB2,HTR2A
Trimeth,PRNP,NEU1,CES1,CD44,SLC16A1,NR1I2,EGFR,RB1,FYN,CDK6
Gemcita,AK1,PRNP,VDR,HMGCR,BDKRB2,ITGAL,HDAC2,PTH,TOP2A,RB1
Entecav,PNP,ADORA1,PDE4B,PDE4A,PDE4D,ADORA2A,ADRA2A,PTGS2,PTGS1,ADRA1A
Tenipos,TOP2B,DLD,DLD,RRM1,GLUD1,CCNA2,GABRB2,CDK1,GABRA4,GABRG2
Chloram,ADRA1A,ADRB2,PHGDH,SLC6A2,ACHE,ADRB1,FDX1,ADRA1B,PTGS2,MAPK12
Lansopr,PTGS2,HTR2A,ADRA1A,PTGS1,SLC6A4,CHRM2,ADRA2A,DRD2,CHRM1,HTR1A
Dipivef,ADRB1,ADRA1B,ADRA1D,ADRB3,ACHE,ADRA2B,PTGFR,HRH2,ADRA2C,HTR4
Droperi,DRD3,ADRA1B,ADRA1D,HTR2A,CHRM1,CALM1,KCNH2,DRD4,HRH2,CHRM2
Meperid,OPRM1,OPRD1,CHRM1,SLC6A3,SLC6A2,SLC6A4,CNR1,OPRL1,GRIK1,CHRM3
Loratad,OPRM1,OPRD1,OPRK1,CALM1,POMC,SLC6A4,SLC6A2,ADRA1A,SLC6A3,CHRM1
Prazosi,HRH2,ADRA2A,CACNA1D,CACNA1C,CACNB2,CALM1,ADRA2C,CHRM2,CHRM3,CHRM5
Imipram,SLC6A3,HTR2B,ADRA1B,HTR2C,ADRB1,ADRA2A,SMPD1,HRH2,KCNA1,DBH
Acitret,RHOA,HNF4A,ITGAL,THRB,HSPG2,LCMT1,NFE2L1,FDPS,LIPF,CHI3L1
Vertepo,HMGCR,PTGFR,PTGS2,PTGS1,RXRA,ADRA1A,ADRA1B,CHRM3,HTR2A,HTR1A
Nabumet,SERPINE,NOS2,MMP2,SOD2,EGFR,PPARG,RXRA,CNR2,CNR1,MAPK1
Ketorol,SERPINE,CHRM1,NOS2,SOD2,EGFR,CHRM3,HTR1A,PPARG,CHRM2,KCND3
Montelu,HMGCR,PTGS1,PTGS2,RXRA,GABRA1,ADRA1A,ADRB2,MT-ND1,CHRM1,ADRA2A
Fluoxet,SLC6A2,CHRM1,CHRM2,CHRM3,CHRM5,CHRM4,HTR2A,SLC6A3,DBH,ADRA1A
Methohe,GABRA4,GABRA3,GRIA2,CHRNA4,CHRNA7,GABRG2,GRIK2,HTR1A,GABRB2,GABRG1
Chlordi,GLRB,GLRA2,MKL1,PTGDR,GHRHR,TSPO,GABBR1,IL6R,HTR1A,ADRA2A
Duloxet,DBH,SLC6A1,SLC6A5,MTNR1B,MTNR1A,SLC6A8,SLC6A9,HTR2A,CHRM3,ADRA2A
Chlorpr,DRD5,DRD3,SLC6A4,HTR2C,CALM1,ADRA1D,ADRB1,DRD4,HTR1F,S100A4
Rimanta,GRIN3A,GRIN2B,SCN5A,DRD2,CHRNA2,CHRM1,GRM5,OPRM1,OPRK1,HTR1B
Amikaci,BCHE,ACHE,ADRA1A,ADRA2A,CHRM1,HTR1A,HTR2A,CHRM2,ADRA1D,DRD2
Lenalid,PTGS1,SCN10A,TNF,NFKB1,FGFR2,MGAM,SERPINE,NOS2,MMP2,SOD2
Raloxif,PGR,AR,PDE4D,PDE4A,PDE4B,PGD,ESRRG,ESRRA,HTR2A,NR3C2
Celecox,PTGS1,PPARG,SERPINE,NOS2,MMP2,SOD2,EGFR,CNR2,PLA2G2A,PDE6H
Brimoni,PTGFR,AKR1C3,PTGER1,PTGER3,ADRA1A,ACACA,ADRA1D,MTNR1B,MTNR1A,CHRNA7
Dicloxa,S100B,S100A12,S100A1,S100A13,S100A2,PTGS2,PTGS1,CHRM2,SCN5A,ADRA1A
Nabilon,OPRM1,OPRK1,OPRD1,PPARA,HTR2A,FGFR1,PPARD,GABRA1,GABRB2,GABRG2
Sotalol,ADRB3,MYH7,HTR4,KCNJ11,CACNA1C,KCNK1,KCNJ12,REN,MMP13,HRH2
Buspiro,HTR2A,DRD3,CHRM3,CHRM2,ADRA1A,ADRA1B,ADRA1D,HTR2C,MC2R,KCNH2
Miglito,SI,PDE4D,PDE4A,PDE4B,PGD,VARS,CHRNA2,CHRM2,DPEP1,RPL13A
Fosinop,ACE2,MYH7,ADRA1A,ADRA2A,ADRB1,ADRB2,CHRM1,CHRM2,SLC6A4,HTR1A
Cefotax,RARA,RARB,RARG,RXRG,RXRA,RXRB,PTGS2,PTGS1,HTR2A,TYMS
Entacap,MAOB,HTR2A,ADRA1A,DRD2,HTR1B,HTR1D,ADRA2A,TUBB1,TUBB,SLC6A2
Zidovud,TYMS,CMPK1,RRM1,PTGS2,ADRA1A,SLC6A4,PTGS1,ADRA2A,HTR2A,ADRB2
Darifen,PCSK2,MTNR1B,MTNR1A,TACR1,OPRM1,OPRK1,OPRD1,ADRB1,CXCL10,HTR2A
Oxycodo,OPRL1,CNR1,DRD4,GRIK1,P2RY2,SSTR1,FPR1,AGTR2,HTR2A,SSTR5
Flutami,PGR,NR3C2,NR3C1,ESR1,PPARG,HMGCR,GABRA1,GABRB1,GABRB2,GABRR2
Tolmeti,NOS2,MMP2,SOD2,EGFR,CHRM1,PPARG,CASP1,PLA2G2A,KCND3,KCND2
Cimetid,HTR6,UBE2D2,GABRA1,ADRA1A,HTR2A,DRD1,DRD2,ADRB3,GRIA1,KCNA1
Haloper,HTR1A,ADRA1B,ADRA1A,DRD5,HTR2C,ADRA2C,HTR2B,ADRA2A,DRD4,CHRM2
Ritonav,ADRA1A,SLC6A4,LHCGR,GNRHR,HTR2A,HTR1A,ADRA2A,ADRA1B,HTR2C,SLC6A2
Nitazox,SCN5A,PGD,SLC6A4,SLC6A3,SLC6A2,CHRM1,DRD2,HTR4,OPRM1,ADRA2A
Cisplat,AOC3,ESR1,ESR2,MAOB,MAOA,NR1I2,ABAT,TOP2A,PTGS2,PTGS1
Albenda,TUBB4,TUBB,TUBB3,GAA,TUBA1B,TUBA1C,NAGPA,TUBA3C,TUBB1,GABRB3
Trandol,ACE2,REN,ADRB1,ADRB2,AGTR2,NR3C2,MYH7,ADRA1A,ADRA2A,HTR2A
Caspofu,LHCGR,ACE,ADRA1A,ADRA2A,KCNH2,HTR2A,TOP2A,CHRM3,CHRM2,CHRM1
Carteol,ADRB3,MYH7,HTR4,REN,HTR6,MMP13,HRH2,SCN5A,ADRA1A,PPARG
Metolaz,SLC12A1,CA2,SLC12A2,ACE2,KCNE1,KCNQ1,IL3,SCNN1G,CA4,ACE
Oxalipl,TOP1,RRM1,DCK,CHRM2,CHRM3,CHRNA2,ABAT,PDGFRB,KDR,FLT4
Foscarn,FDPS,PTPRE,PTPRS,PTPN4,ATP6V1A,CACNA1C,KCNH2,KCNK1,KCNJ11,HTR2A
